Organism_Name,Group name,Domain/Realm name,Kingdom name,Phylum name,Class name,Order name,Family name,Genus name,Species taxid,acc,query,tar_tco,full_e_tco,full_score_tco,full_bias_tco,dom_e_tco,dom_score_tco,dom_bias_tco,tar_RAPTOR,full_e_RAPTOR,full_score_RAPTOR,full_bias_RAPTOR,dom_e_RAPTOR,dom_score_RAPTOR,dom_bias_RAPTOR,ProteinPresence
Metschnikowia pulcherrima,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Metschnikowia,27326,GCA_014905795.1,PTHR12848.orig.30.pir,KAF7999211.1,8.4e-13,47,32.9,2.6e-8,32.2,0.4,KAF8003163.1,0,1393.7,0,0,1393.2,0,TCO and RAPTOR
Trichophaea hybrida,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pyronemataceae,Trichophaea,47213,GCA_015178995.1,PTHR12848.orig.30.pir,KAF8539783.1,1e-10,41,0,1e-10,41,0,KAF8538438.1,0,1505.6,0,0,1505.3,0,TCO and RAPTOR
Tirmania nivea,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Tirmania,160517,GCA_015179035.1,PTHR12848.orig.30.pir,KAF8419651.1,1.5e-10,40.1,0.1,1.5e-10,40.1,0.1,KAF8416061.1,0,1543.5,0,0,1542.9,0,TCO and RAPTOR
Kalaharituber pfeilii,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pezizomycetes,Pezizales,Pezizaceae,Kalaharituber,139406,GCA_015179045.1,PTHR12848.orig.30.pir,KAF8470159.1,9e-13,48,2.3,9e-13,48,2.3,KAF8470245.1,0,1538,0,0,1537.6,0,TCO and RAPTOR
Aureobasidium aubasidani,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Dothideales,Saccotheciaceae,Aureobasidium,3424008,GCA_015251385.1,PTHR12848.orig.30.pir,KAG2168120.1,8.9e-11,40.9,0.1,8.9e-11,40.9,0.1,KAG2160705.1,0,1396.4,0,0,1396,0,TCO and RAPTOR
Entomortierella lignicola,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,979712,GCA_015500005.1,PTHR12848.orig.30.pir,KAF8979011.1,7.3e-8,31.3,10,7.3e-8,31.3,10,KAF8983243.1,0,1475.5,0.3,0,1475.1,0.3,TCO and RAPTOR
Mortierella sp. GBA35,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896188,GCA_015502445.1,PTHR12848.orig.30.pir,KAF9107544.1,1.9e-10,40,0.5,1.9e-10,40,0.5,KAF9101171.1,0,1428.5,0.4,0,1428.3,0.4,TCO and RAPTOR
Mortierella sp. AD031,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896182,GCA_015502475.1,PTHR12848.orig.30.pir,KAF9084637.1,2e-10,40,0.5,2e-10,40,0.5,KAF9089962.1,0,1428.5,0.5,0,1428.3,0.5,TCO and RAPTOR
Mortierella sp. GBA39,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896189,GCA_015502485.1,PTHR12848.orig.30.pir,KAF9123389.1,4.2e-11,42.5,0.3,4.2e-11,42.5,0.3,KAF9120005.1,0,1468.6,0,0,1468.3,0,TCO and RAPTOR
Actinomortierella ambigua,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Actinomortierella,1343610,GCA_015502565.1,PTHR12848.orig.30.pir,KAF9163313.1,3.1e-11,42.3,0.1,3.1e-11,42.3,0.1,KAF9166795.1,0,1453.4,0,0,1452.9,0,TCO and RAPTOR
Mortierella sp. AD010,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896179,GCA_015502575.1,PTHR12848.orig.30.pir,KAF9171997.1,6.4e-11,41.5,1.7,6.4e-11,41.5,1.7,KAF9169297.1,0,1476,0.1,0,1475.7,0.1,TCO and RAPTOR
Haplosporangium sp. Z 11,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Haplosporangium,1897648,GCA_015529505.1,PTHR12848.orig.30.pir,KAF9196955.1,7.5e-12,44.3,2.9,7.5e-12,44.3,2.9,KAF9183645.1,0,1473.5,0,0,1473.1,0,TCO and RAPTOR
Haplosporangium sp. Z 767,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Haplosporangium,1897647,GCA_015529515.1,PTHR12848.orig.30.pir,KAF9194994.1,7e-12,44.4,2.7,7e-12,44.4,2.7,KAF9187929.1,0,1473.5,0,0,1473.1,0,TCO and RAPTOR
Mortierella alpina,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,64518,GCA_015679415.1,PTHR12848.orig.30.pir,KAF9278461.1,3.5e-8,32.3,10.4,3.5e-8,32.3,10.4,KAF9278440.1,0,1473.6,0.2,0,1473.1,0.2,TCO and RAPTOR
Linnemannia elongata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,310910,GCA_015679425.1,PTHR12848.orig.30.pir,KAF9296115.1,4.7e-11,42.1,3.2,4.7e-11,42.1,3.2,KAF9284791.1,0,1304.9,0.3,0,1304.7,0.3,TCO and RAPTOR
Linnemannia elongata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,310910,GCA_015679495.1,PTHR12848.orig.30.pir,KAF9321994.1,6.9e-11,41.5,3.4,6.9e-11,41.5,3.4,KAF9315079.1,0,1305.1,0.3,0,1304.8,0.3,TCO and RAPTOR
Mortierella sp. AD011,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896180,GCA_015679695.1,PTHR12848.orig.30.pir,KAF9399599.1,6.3e-11,41.5,1.7,6.3e-11,41.5,1.7,KAF9393528.1,0,1476,0.1,0,1475.7,0.1,TCO and RAPTOR
Mortierella hygrophila,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,979708,GCA_015680625.1,PTHR12848.orig.30.pir,KAF9544331.1,1.8e-11,43.4,0,1.8e-11,43.4,0,KAF9538240.1,0,1469.1,0,0,1468.8,0,TCO and RAPTOR
Mortierella alpina,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,64518,GCA_015680655.1,PTHR12848.orig.30.pir,KAF9576780.1,7.1e-12,44.5,3.3,9.6e-12,44.1,3.3,KAF9571615.1,0,1470.1,0.1,0,1469.3,0.1,TCO and RAPTOR
Mortierella alpina,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,64518,GCA_015847185.1,PTHR12848.orig.30.pir,KAF9936757.1,4.9e-9,35.2,5.2,4.9e-9,35.2,5.2,KAF9942932.1,0,1465.5,0,0,1465.2,0,TCO and RAPTOR
Linnemannia zychae,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,979765,GCA_015847195.1,PTHR12848.orig.30.pir,KAF9931119.1,6.9e-10,38,6.5,6.9e-10,38,6.5,KAF9927235.1,0,1472.3,0,0,1472,0,TCO and RAPTOR
Linnemannia zychae,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,979765,GCA_015847235.1,PTHR12848.orig.30.pir,KAF9908238.1,4.3e-15,55.2,0.3,4.7e-15,55.1,0.3,KAF9904269.1,0,1474.5,0,0,1474.2,0,TCO and RAPTOR
Actinomortierella ambigua,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Actinomortierella,1343610,GCA_015849275.1,PTHR12848.orig.30.pir,KAF9977623.1,1.5e-11,43.2,0,1.5e-11,43.2,0,KAF9974429.1,0,1468.9,0,0,1468.5,0,TCO and RAPTOR
Mortierella alpina,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,64518,GCA_015849285.1,PTHR12848.orig.30.pir,KAF9945869.1,4e-12,45.4,1.8,4e-12,45.4,1.8,KAF9956500.1,0,1474.3,0.1,0,1473.8,0.1,TCO and RAPTOR
Mortierella antarctica,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,979670,GCA_015849325.1,PTHR12848.orig.30.pir,KAF9981228.1,2.4e-11,42.7,2.1,2.4e-11,42.7,2.1,KAF9991309.1,0,1464.6,0,0,1464.2,0,TCO and RAPTOR
Entomortierella chlamydospora,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,101097,GCA_015849335.1,PTHR12848.orig.30.pir,KAG0006364.1,1.3e-10,40.4,0.2,1.3e-10,40.4,0.2,KAG0006039.1,0,1477.1,0.1,0,1476.9,0.1,TCO and RAPTOR
Entomortierella chlamydospora,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Entomortierella,101097,GCA_015852335.1,PTHR12848.orig.30.pir,KAG0024429.1,1.4e-10,40.4,0.2,1.4e-10,40.4,0.2,KAG0016739.1,0,1328.1,0.7,2.0999999999999998e-276,919.9,1.1,TCO and RAPTOR
Podila clonocystis,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,979688,GCA_015852385.1,PTHR12848.orig.30.pir,KAG0029186.1,8.4e-9,34.5,0.1,1.1e-8,34.1,0.1,KAG0033280.1,0,1467.9,0.2,0,1467.5,0.2,TCO and RAPTOR
Linnemannia elongata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,310910,GCA_015852395.1,PTHR12848.orig.30.pir,KAG0071617.1,3.6e-11,42.4,3.2,3.6e-11,42.4,3.2,KAG0051921.1,0,1361.4,0.1,0,1361.3,0.1,TCO and RAPTOR
Gryganskiella cystojenkinii,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Gryganskiella,979690,GCA_015852425.1,PTHR12848.orig.30.pir,KAG0045861.1,2e-8,33.3,5.5,2e-8,33.3,5.5,KAG0044174.1,0,1460.9,0.1,0,1460.6,0.1,TCO and RAPTOR
Alternaria alternata,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Dothideomycetes,Pleosporales,Pleosporaceae,Alternaria,5599,GCA_016097525.1,PTHR12848.orig.30.pir,KAH8637176.1,6.3e-8,32.7,4.1,6.3e-8,32.7,4.1,KAH8623901.1,0,1457,0.8,0,1456.7,0.8,TCO and RAPTOR
Apophysomyces sp. BC1015,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Apophysomyces,2184030,GCA_016097715.1,PTHR12848.orig.30.pir,KAG0166954.1,7.5e-13,47.8,1.4,7.7e-13,47.8,0.1,KAG0164929.1,0,1447.6,8.6,0,1447.3,8.6,TCO and RAPTOR
Apophysomyces sp. BC1021,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Apophysomyces,2184031,GCA_016097735.1,PTHR12848.orig.30.pir,KAG0176522.1,6.7e-13,47.8,1.4,6.9e-13,47.8,0.1,KAG0172829.1,0,1401.1,10.5,0,1400.8,10.5,TCO and RAPTOR
Apophysomyces sp. BC1034,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Apophysomyces,2184029,GCA_016097755.1,PTHR12848.orig.30.pir,KAG0186836.1,7.7e-13,47.8,1.4,7.9e-13,47.8,0.1,KAG0186795.1,0,1447.6,8.6,0,1447.3,8.6,TCO and RAPTOR
Linnemannia gamsii,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,64522,GCA_016097855.1,PTHR12848.orig.30.pir,KAG0277977.1,1.4e-11,43.9,0.2,2.4e-11,43,0.2,KAG0287659.1,0,1472.9,0,0,1472.6,0,TCO and RAPTOR
Linnemannia gamsii,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,64522,GCA_016097865.1,PTHR12848.orig.30.pir,KAG0292070.1,3.5e-11,42.6,0.2,6.4e-11,41.7,0.2,KAG0309271.1,0,1424.1,0,0,1422.8,0,TCO and RAPTOR
Dissophora globulifera,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Dissophora,979702,GCA_016097885.1,PTHR12848.orig.30.pir,KAG0296193.1,1.2e-8,33.9,1.9,1.2e-8,33.9,1.9,KAG0302962.1,0,1481.1,0,0,1480.6,0,TCO and RAPTOR
Linnemannia exigua,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Linnemannia,604196,GCA_016097895.1,PTHR12848.orig.30.pir,KAG0248846.1,3.5e-10,39.1,0,3.5e-10,39.1,0,KAG0278806.1,0,1478,0.1,0,1477.7,0.1,TCO and RAPTOR
Podila horticola,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Podila,311239,GCA_016097925.1,PTHR12848.orig.30.pir,KAG0341236.1,1.5e-7,30.5,2.8,1.5e-7,30.5,2.8,KAG0335627.1,0,1466.3,0.1,0,1465.9,0.1,TCO and RAPTOR
Gamsiella multidivaricata,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Gamsiella,101098,GCA_016098015.1,PTHR12848.orig.30.pir,KAG0356436.1,2.4e-8,32.9,0.1,2.4e-8,32.9,0.1,KAG0367276.1,0,1490.9,0.1,0,1490.4,0.1,TCO and RAPTOR
Mortierella sp. AD032,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896183,GCA_016098025.1,PTHR12848.orig.30.pir,KAG0375641.1,8e-14,51.2,0.9,8e-14,51.2,0.9,KAG0374492.1,0,1474.6,0,0,1474.3,0,TCO and RAPTOR
Mortierella sp. GBA30,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896187,GCA_016098035.1,PTHR12848.orig.30.pir,KAG0213931.1,1.4e-8,33.7,5,1.4e-8,33.7,5,KAG0196246.1,0,1473.3,0.1,0,1472.9,0.1,TCO and RAPTOR
Mortierella sp. GBA43,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896190,GCA_016098045.1,PTHR12848.orig.30.pir,KAG0238190.1,5.5e-15,54.9,1.5,5.5e-15,54.9,1.5,KAG0246063.1,0,1471.3,0,0,1470.9,0,TCO and RAPTOR
Mortierella sp. NVP41,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,1896192,GCA_016098085.1,PTHR12848.orig.30.pir,KAG0218759.1,1.9e-10,40,0.5,1.9e-10,40,0.5,KAG0207670.1,0,1479.5,0,0,1479.2,0,TCO and RAPTOR
Actinomortierella wolfii,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Actinomortierella,90253,GCA_016098105.1,PTHR12848.orig.30.pir,KAG0244435.1,7.7e-12,44.1,0.5,7.7e-12,44.1,0.5,KAG0234086.1,0,1469.4,0.1,0,1469,0.1,TCO and RAPTOR
Actinomortierella wolfii,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Actinomortierella,90253,GCA_016098135.1,PTHR12848.orig.30.pir,KAG0233952.1,4.4e-12,44.9,0.3,4.4e-12,44.9,0.3,KAG0224848.1,0,1414.7,1.1,0,1127.7,0,TCO and RAPTOR
Actinomortierella ambigua,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Actinomortierella,1343610,GCA_016098155.1,PTHR12848.orig.30.pir,KAG0260181.1,4.7e-11,41.7,0.1,4.7e-11,41.7,0.1,KAG0251002.1,0,1454.2,0,0,1453.8,0,TCO and RAPTOR
Mortierella polycephala,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mortierellomycetes,Mortierellales,Mortierellaceae,Mortierella,41804,GCA_016098165.1,PTHR12848.orig.30.pir,KAG0267092.1,2.6e-10,39.3,2.3,2.6e-10,39.3,2.3,KAG0254788.1,0,1467.5,0,0,1467.1,0,TCO and RAPTOR
Kluyveromyces marxianus,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,4911,GCA_016584165.1,PTHR12848.orig.30.pir,KAG0674130.1,1.1999999999999998e-125,419,70.4,3.5e-125,417.4,70.4,KAG0674404.1,0,1371,11.9,0,1370.5,11.9,TCO and RAPTOR
Maudiozyma exigua,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Maudiozyma,34358,GCA_016584175.1,PTHR12848.orig.30.pir,KAG0672599.1,5.6e-87,291.5,73.4,5.6e-87,291.5,73.4,KAG0672344.1,0,1332.1,11.1,0,1331.5,11.1,TCO and RAPTOR
Monosporozyma unispora,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Monosporozyma,27294,GCA_016584185.1,PTHR12848.orig.30.pir,KAG0657270.1,3.0999999999999997e-85,285.6,92.7,2.3e-83,279.5,92.7,KAG0660557.1,0,1339.8,11.3,0,1339.3,11.3,TCO and RAPTOR
Kluyveromyces marxianus,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Kluyveromyces,4911,GCA_016584275.1,PTHR12848.orig.30.pir,KAG0683130.1,1.1999999999999998e-125,419,70.4,3.4e-125,417.4,70.4,KAG0682014.1,0,1373.3,11.7,0,1372.8,11.7,TCO and RAPTOR
Candida parapsilosis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,5480,GCA_016735785.1,PTHR12848.orig.30.pir,KAI5902897.1,1.6e-10,39.1,28,8.2e-7,26.9,18.2,KAI5904532.1,0,1413.4,0.6,0,1412.9,0.6,TCO and RAPTOR
Candida parapsilosis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,5480,GCA_016735825.1,PTHR12848.orig.30.pir,KAI5906752.1,1.7e-10,39.1,28,8.4e-7,26.9,18.2,KAI5909262.1,0,1416.1,0.5,0,1415.6,0.5,TCO and RAPTOR
Umbelopsis vinacea,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,44442,GCA_016758895.1,PTHR12848.orig.30.pir,KAG2173445.1,1.6e-12,46.5,4.7,1.6e-12,46.5,4.7,KAG2175300.1,0,1472.2,11.5,0,1472.2,11.5,TCO and RAPTOR
Umbelopsis isabellina,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Umbelopsidomycetes,Umbelopsidales,Umbelopsidaceae,Umbelopsis,91625,GCA_016758905.1,PTHR12848.orig.30.pir,KAG2178932.1,6.6e-8,31.2,15.4,2.2e-7,29.5,14.7,KAG2177073.1,0,1490.5,14.4,0,1490.1,14.4,TCO and RAPTOR
Thamnidium elegans,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Thamnidium,101142,GCA_016758935.1,PTHR12848.orig.30.pir,KAG2235880.1,1.6e-11,43.2,1.3,1.6e-11,43.2,1.3,KAG2234459.1,0,1490.4,8.1,0,1490,8.1,TCO and RAPTOR
Mucor plumbeus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,97098,GCA_016758945.1,PTHR12848.orig.30.pir,KAG2215726.1,7.2e-15,54.5,3.3,7.2e-15,54.5,3.3,KAG2194751.1,0,1474.9,6.9,0,1474.6,6.9,TCO and RAPTOR
Circinella minor,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Lichtheimiaceae,Circinella,1195481,GCA_016758965.1,PTHR12848.orig.30.pir,KAG2226756.1,7.1e-10,38.3,14.2,1.1e-9,37.7,14.2,KAG2224702.1,0,1498.7,15.5,0,1498.3,15.5,TCO and RAPTOR
Mucor saturninus,mucoromycotan fungi,Eukaryota,Fungi,Mucoromycota,Mucoromycetes,Mucorales,Mucoraceae,Mucor,64648,GCA_016758985.1,PTHR12848.orig.30.pir,KAG2208750.1,6.5e-14,51.5,15.6,1.5e-13,50.3,15.6,KAG2203413.1,0,1492.4,13.3,0,1492.1,13.3,TCO and RAPTOR
Candidozyma auris,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,498019,GCA_016772135.1,PTHR12848.orig.30.pir,WZC16709.1,2.9e-11,41.5,42.9,2.4e-7,28.6,30.8,WZC14872.1,0,1410.5,1.5,0,1410.1,1.5,TCO and RAPTOR
Candidozyma auris,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Metschnikowiaceae,Candidozyma,498019,GCA_016809505.1,PTHR12848.orig.30.pir,QRG37864.1,2.2e-11,41.9,40.6,2.9e-7,28.3,3.3,QRG37158.1,0,1408,2.4,0,1407.6,2.4,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_016858165.1,PTHR12848.orig.30.pir,KAG2511187.1,8.800000000000001e-118,393.2,63.3,1.9e-117,392.1,63.3,KAG2515693.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Saccharomyces cerevisiae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Saccharomycetes,Saccharomycetales,Saccharomycetaceae,Saccharomyces,4932,GCA_016858175.1,PTHR12848.orig.30.pir,KAG2503177.1,8.7e-118,393.2,63.3,1.9e-117,392.1,63.3,KAG2507215.1,0,1420.9,19.1,0,1420.5,19.1,TCO and RAPTOR
Scheffersomyces stipitis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Scheffersomyces,4924,GCA_016859295.1,PTHR12848.orig.30.pir,KAG2735428.1,1.3e-13,49.5,66.2,1.9e-8,32.5,2.3,KAG2731787.1,0,1268.9,0,0,1267.1,0,TCO and RAPTOR
Pneumocystis wakefieldiae,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,38082,GCA_017301755.1,PTHR12848.orig.30.pir,QSL66215.1,4.2e-14,50.2,4.2,4.2e-14,50.2,4.2,QSL64558.1,0,1446.3,15.5,0,1445.7,15.5,TCO and RAPTOR
Pneumocystis oryctolagi,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Pneumocystomycetes,Pneumocystales,Pneumocystaceae,Pneumocystis,42067,GCA_017311285.1,PTHR12848.orig.30.pir,KAG4305315.1,8.4e-9,32.5,9.6,8.4e-9,32.5,9.6,KAG4305823.1,0,1411.4,5.1,0,1410.4,5.1,TCO and RAPTOR
Candida tropicalis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,5482,GCA_017315405.1,PTHR12848.orig.30.pir,KAG4405282.1,9.2e-12,43.4,55.9,1.2e-8,33.1,0.2,KAG4405345.1,0,1389.9,0.5,0,1389.4,0.5,TCO and RAPTOR
Yarrowia sp. E02,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,NA,Yarrowia,2768841,GCA_017639365.1,PTHR12848.orig.30.pir,KAG5371012.1,3e-10,38.4,0.1,3e-10,38.4,0.1,KAG5356747.1,0,1428.6,0.3,0,1428.2,0.3,TCO and RAPTOR
Yarrowia sp. C11,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Dipodascomycetes,Dipodascales,NA,Yarrowia,2768840,GCA_017639385.1,PTHR12848.orig.30.pir,KAG5357471.1,3e-10,38.4,0.1,3e-10,38.4,0.1,KAG5372021.1,0,1429.9,0.3,0,1429.5,0.3,TCO and RAPTOR
Candida metapsilosis,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Candida,273372,GCA_017655625.1,PTHR12848.orig.30.pir,KAG5421705.1,8.8e-12,43.3,48.6,7.5e-7,27.1,0.9,KAG5421904.1,0,1432.6,2.7,0,1432.2,2.7,TCO and RAPTOR
Colletotrichum scovillei,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,1209932,GCA_018906675.1,PTHR12848.orig.30.pir,KAG7065020.1,8.9e-11,41.4,0,8.9e-11,41.4,0,KAG7076860.1,0,1493,0,0,1493,0,TCO and RAPTOR
Colletotrichum scovillei,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,1209932,GCA_018906765.1,PTHR12848.orig.30.pir,KAG7045566.1,9e-11,41.4,0,9e-11,41.4,0,KAG7058252.1,0,1494.1,0,0,1494.1,0,TCO and RAPTOR
Colletotrichum scovillei,ascomycete fungi,Eukaryota,Fungi,Ascomycota,Sordariomycetes,Glomerellales,Glomerellaceae,Colletotrichum,1209932,GCA_018907675.1,PTHR12848.orig.30.pir,KAG7052726.1,2.7e-7,30,0.2,2.7e-7,30,0.2,KAG7084006.1,0,1494.1,0,0,1494.1,0,TCO and RAPTOR
Scheffersomyces spartinae,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Scheffersomyces,45513,GCA_019049425.1,PTHR12848.orig.30.pir,KAG7192051.1,7.7e-12,43.3,37,1.3e-9,36,18.2,KAG7194656.1,0,1398.5,6.3,0,1398,6.3,TCO and RAPTOR
[Candida] subhashii,budding yeasts & allies,Eukaryota,Fungi,Ascomycota,Pichiomycetes,Serinales,Debaryomycetaceae,Spathaspora,561895,GCA_019202705.1,PTHR12848.orig.30.pir,KAG7660749.1,1.6e-12,45.9,48.7,2.8e-7,28.6,0.1,KAG7661086.1,0,1408.9,1.8,0,1408.4,1.8,TCO and RAPTOR
